Group,Year,Month,Day,Time,End Year,End Month,End Day,End Time,Display Date,Title,Detail,URL,Image URL,Image Credit,Type,Color
できごと,1880,,,,1885,,,,,ロストリバーデルタ発見,公式設定として1880年代前半におきたハリケーンの襲来により発見されたとの記載有,,,,,
できごと,1892,,,,,,,,,ホテルハイタワー　オープン,公式情報,,,,,
できごと,1849,,,,,,,,,サンダーメサにて金鉱発掘,,,,,,
できごと,1899,12,31,,1900,1,1,,,ホテルハイタワーにて事故発生,ハイタワー三世失踪。,,,,,
できごと,1912,,,,,,,,,ホテルハイタワー　ツアー開始,,,,,,
できごと,1908,,,,,,,,,ミスティックマナーにて展示会,公式設定,,,,,
音楽,1865,,,,,,,,,ジャズの誕生,ニューオーリンズ発祥の音楽。南北戦争終結後に生まれたとされる。ニューオーリンズ・スクエア内で主にBGMとして使用される,,,,,
音楽,1897,,,,1918,,,,,ラグタイムの流行,アメリカで流行したジャズに強く影響を受けた音楽。メインストリートUSA内及びワールドバザール内で主にBGMとして使用される,,,,,
関係キャラクター,1842,,,,1860,,,,,メラニー・レイブンスォード,DLP　フロンティアランド及びファントムマナーにおける重要キャラクター,,,,,
関係キャラクター,1835,,,,1900？,,,,,ハリソンハイタワー三世,,,,,,
関係建築物,1753,,,,,,,,,リバティー・ベル　吊り下げ,リバティー・スクエアにレプリカが展示されている。アメリカ独立の象徴ともいえる鐘。,,,,,
関係人物,1782,,,,1826,,,,,ジャン・ラフィート,カリブの海賊　ニューオーリンズで活躍した海賊,,,,,
関係人物,1901,,,,1966,,,,,ウォルトディズニー,,,,,,
建築様式,1749,,,,1880,,,,,ゴシック・リヴァイヴァル様式,"MK,TDL　ホーンテッドマンションに用いられる建築。ゴシック様式の歴史は長いが、時代背景から考えるにリヴァイヴァル様式の流行に合わせたものと考えられる。",,,,,
建築様式,1825,,,,1860,,,,,グリーク・リヴァイヴァル様式,DL　ホーンテッドマンションに用いられる建築 ,,,,,
建築様式,1837,,,,1901,,,,,ヴィクトリア様式,DLP　ファントムマナーに用いられる建築,,,,,
時代背景,1699,,,,1803,,,,,ルイジアナ州植民地時代,ニューオーリンズスクエアのモデル,,,,,
時代背景,1848,,,,1900,,,,,ゴールドラッシュ,フロンティアランド及びウエスタンランドに深く関係する出来事,,,,,
時代背景,1776,7,4,,1783,9,3,,,アメリカ独立,各エリアに深く関係する出来事。1776年宣言、1783年承認,,,,,
時代背景,1861,,,,1865,,,,,南北戦争,各エリアに深く関係する出来事。,,,,,
背景推理,1753,,,,1776,,,,,リバティ・スクエア,アメリカ植民地時代がテーマであること、およびリバティー・ベルの設置時期からこの時代であると予想される。,,,,,
背景推理,1865,,,,1900,,,,,ニューオーリンズ・スクエア,19世紀のニューオーリンズがテーマであること及びカリブの海賊外観にある星条旗が合衆国国旗であること、ニューオーリンズジャズの確立により南北戦争終結後のこの時代であると予想される。TDLにおけるロイヤルストリートが当てはまるかは不明だが、星条旗が飾られているため同時代である可能性は高い。,,,,,
背景推理,1901,,,,1910,,,,,メインストリートUSA,ウォルトディズニーの幼少期の5年間を過ごした街マーセリーンがモデルとなっているため、生年から計算してこの時代であると予想される。詳しい5年間の年代は不明。TDLにおけるワールドバザールが当てはまるかは不明だがコンセプトは統一されているため同時代である可能性は高い。,,,,,
背景推理,1848,,,,1850,,,,,フロンティアランド,ゴールドラッシュの発生時代及びトムソーヤ島からこの時代であると予想される。TDLにおけるウエスタンランドは名称が違うだけなのでおそらく同時代。,,,,,
背景推理,1930,,,,1939,,,,,ロストリバーデルタ　,公式設定として1930年代との記載あり。,,,,,
背景推理,1849,,,,1860？,,,,,DLP　フロンティアランド,サンダーメサ全盛期の時代とのこと。公式情報かどうかは不明。,,,,,
背景推理,1912,,,,,,,,,アメリカンウォーターフロント,公式設定。,,,,,
背景推理,1908,,,,,,,,,ミスティックポイント,ミスティックマナー展示会開催時期より予測。,,,,,
